Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Gross_Margin_%,Profit_per_Unit,Cost_per_Unit,Revenue_Contribution_%,Profit_Contribution_%,Month,Month_Name,Quarter,Quadrant
4211,US-2023-126529-CHO-FUD-51000,2025-01-11,2028-07-05,Second Class,126529,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0128836110089501,0.0130219236745264,1,Jan,1,STAR
4212,US-2023-126529-OTH-KAZ-38000,2025-01-11,2028-07-05,Second Class,126529,United States,Springfield,Ohio,45503,Other,Atlantic,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,The Other Factory,7.6923076923076925,0.25,3.0,0.0116310377164133,0.0013564503827631,1,Jan,1,VOLUME TRAP
4213,US-2023-126529-CHO-SCR-58000,2025-01-11,2028-07-05,Second Class,126529,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0085890740059667,0.0090430025517544,1,Jan,1,STAR
4214,US-2023-133368-CHO-MIL-31000,2025-01-14,2028-07-12,Standard Class,133368,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0310161005771022,0.030529176614723,1,Jan,1,STAR
4215,US-2023-133368-CHO-MIL-31000,2025-01-14,2028-07-12,Standard Class,133368,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0077540251442755,0.0076322941536807,1,Jan,1,STAR
4216,US-2023-140746-CHO-MIL-31000,2025-01-15,2028-07-07,Same Day,140746,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0038770125721377,0.0038161470768403,1,Jan,1,STAR
4217,US-2023-152072-CHO-MIL-31000,2025-01-15,2028-07-11,Standard Class,152072,United States,Westfield,New Jersey,7090,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0077540251442755,0.0076322941536807,1,Jan,1,STAR
4218,US-2023-137848-CHO-NUT-13000,2025-01-15,2028-07-13,Standard Class,137848,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.01248994511701,0.0135102458123211,1,Jan,1,STAR
4219,US-2023-137848-CHO-SCR-58000,2025-01-15,2028-07-13,Standard Class,137848,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0171781480119335,0.0180860051035089,1,Jan,1,STAR
4220,US-2023-152072-OTH-GUM-21000,2025-01-15,2028-07-11,Standard Class,152072,United States,Westfield,New Jersey,7090,Other,Atlantic,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,Secret Factory,52.0,0.65,0.6,0.0029823173631829,0.0023511806634561,1,Jan,1,VOLUME TRAP
4221,US-2023-166912-CHO-TRI-54000,2025-01-15,2028-07-09,First Class,166912,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0089469520895487,0.0088621425007193,1,Jan,1,STAR
4222,US-2023-137848-CHO-SCR-58000,2025-01-15,2028-07-13,Standard Class,137848,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0386508330268505,0.040693511482895,1,Jan,1,STAR
4223,US-2023-152072-CHO-TRI-54000,2025-01-15,2028-07-11,Standard Class,152072,United States,Westfield,New Jersey,7090,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,65.33333333333333,2.4499999999999997,1.3,0.013420428134323,0.013293213751079,1,Jan,1,STAR
4224,US-2023-121755-CHO-TRI-54000,2025-01-16,2028-07-12,Second Class,121755,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0089469520895487,0.0088621425007193,1,Jan,1,STAR
4225,US-2023-121755-CHO-SCR-58000,2025-01-16,2028-07-12,Second Class,121755,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0128836110089501,0.0135645038276316,1,Jan,1,STAR
4226,US-2023-116736-CHO-FUD-51000,2025-01-17,2028-07-13,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0128836110089501,0.0130219236745264,1,Jan,1,STAR
4227,US-2023-106558-CHO-SCR-58000,2025-01-17,2028-07-13,Standard Class,106558,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0171781480119335,0.0180860051035089,1,Jan,1,STAR
4228,US-2023-116736-CHO-NUT-13000,2025-01-17,2028-07-13,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.01248994511701,0.0135102458123211,1,Jan,1,STAR
4229,US-2023-116736-CHO-SCR-58000,2025-01-17,2028-07-13,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0042945370029833,0.0045215012758772,1,Jan,1,STAR
4230,CA-2023-155412-CHO-MIL-31000,2025-01-17,2028-07-14,Standard Class,155412,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0077540251442755,0.0076322941536807,1,Jan,1,STAR
4231,US-2023-167339-CHO-SCR-58000,2025-01-21,2028-07-15,Second Class,167339,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0300617590208837,0.0316505089311406,1,Jan,1,STAR
4232,US-2023-167339-CHO-MIL-31000,2025-01-21,2028-07-15,Second Class,167339,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0077540251442755,0.0076322941536807,1,Jan,1,STAR
4233,CA-2023-115238-CHO-FUD-51000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0214726850149169,0.0217032061242107,1,Jan,1,STAR
4234,CA-2023-115238-CHO-MIL-31000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0038770125721377,0.0038161470768403,1,Jan,1,STAR
4235,CA-2023-115238-CHO-TRI-54000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,65.33333333333333,2.45,1.3,0.0223673802238718,0.0221553562517984,1,Jan,1,STAR
4236,CA-2023-115238-CHO-FUD-51000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0042945370029833,0.0043406412248421,1,Jan,1,STAR
4237,CA-2023-115238-CHO-MIL-31000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,64.92307692307693,2.1100000000000003,1.14,0.0387701257213778,0.0381614707684038,1,Jan,1,STAR
4238,US-2023-135923-CHO-SCR-58000,2025-01-22,2028-07-20,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0171781480119335,0.0180860051035089,1,Jan,1,STAR
4239,US-2023-138079-CHO-TRI-54000,2025-01-22,2028-07-20,Standard Class,138079,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,65.33333333333333,2.45,1.3,0.0223673802238718,0.0221553562517984,1,Jan,1,STAR
4240,US-2023-135923-CHO-FUD-51000,2025-01-22,2028-07-20,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0343562960238671,0.0347251297987371,1,Jan,1,STAR
4241,US-2023-135923-CHO-NUT-13000,2025-01-22,2028-07-20,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.0166532601560133,0.0180136610830948,1,Jan,1,STAR
4242,US-2023-155180-CHO-SCR-58000,2025-01-22,2028-07-21,Standard Class,155180,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0171781480119335,0.0180860051035089,1,Jan,1,STAR
4243,US-2023-111010-CHO-SCR-58000,2025-01-22,2028-07-20,Standard Class,111010,United States,Morristown,New Jersey,7960,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0257672220179003,0.0271290076552633,1,Jan,1,STAR
4244,US-2023-125850-CHO-MIL-31000,2025-01-22,2028-07-20,Standard Class,125850,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,64.92307692307693,2.11,1.14,0.0116310377164133,0.0114484412305211,1,Jan,1,STAR
4245,US-2023-125850-CHO-TRI-54000,2025-01-22,2028-07-20,Standard Class,125850,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,65.33333333333333,2.45,1.3,0.0223673802238718,0.0221553562517984,1,Jan,1,STAR
4246,US-2023-146318-CHO-SCR-58000,2025-01-22,2028-07-19,Standard Class,146318,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0085890740059667,0.0090430025517544,1,Jan,1,STAR
4247,US-2023-148208-CHO-FUD-51000,2025-01-22,2028-07-19,Standard Class,148208,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0128836110089501,0.0130219236745264,1,Jan,1,STAR
4248,US-2023-148208-CHO-MIL-31000,2025-01-22,2028-07-19,Standard Class,148208,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0155080502885511,0.0152645883073615,1,Jan,1,STAR
4249,US-2023-113656-CHO-SCR-58000,2025-01-23,2028-07-21,Standard Class,113656,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0300617590208837,0.0316505089311406,1,Jan,1,STAR
4250,US-2023-165505-OTH-GUM-21000,2025-01-23,2028-07-19,Standard Class,165505,United States,Burlington,Vermont,5401,Other,Atlantic,OTH-GUM-21000,Wonka Gum,7.5,6,3.9,3.6,Secret Factory,52.0,0.65,0.6,0.0089469520895487,0.0070535419903684,1,Jan,1,VOLUME TRAP
4251,US-2023-165505-CHO-SCR-58000,2025-01-23,2028-07-19,Standard Class,165505,United States,Burlington,Vermont,5401,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,46.8,13,32.5,14.3,Lot's O' Nuts,69.44444444444446,2.5,1.1,0.055828981038784,0.0587795165864039,1,Jan,1,STAR
4252,US-2023-165505-CHO-TRI-54000,2025-01-23,2028-07-19,Standard Class,165505,United States,Burlington,Vermont,5401,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0089469520895487,0.0088621425007193,1,Jan,1,STAR
4253,US-2023-109407-CHO-TRI-54000,2025-01-24,2028-07-18,Second Class,109407,United States,Gulfport,Mississippi,39503,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0178939041790974,0.0177242850014387,1,Jan,1,STAR
4254,US-2023-168046-CHO-NUT-13000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.0041633150390033,0.0045034152707737,1,Jan,1,STAR
4255,US-2023-168046-CHO-MIL-31000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,64.92307692307693,2.11,1.14,0.0116310377164133,0.0114484412305211,1,Jan,1,STAR
4256,US-2023-153346-CHO-FUD-51000,2025-01-25,2028-07-19,First Class,153346,United States,Plainfield,New Jersey,7060,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0128836110089501,0.0130219236745264,1,Jan,1,STAR
4257,US-2023-168046-CHO-FUD-51000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0214726850149169,0.0217032061242107,1,Jan,1,STAR
4258,US-2023-153346-CHO-FUD-51000,2025-01-25,2028-07-19,First Class,153346,United States,Plainfield,New Jersey,7060,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0214726850149169,0.0217032061242107,1,Jan,1,STAR
4259,US-2023-168046-CHO-MIL-31000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0271390880049644,0.0267130295378826,1,Jan,1,STAR
4260,US-2023-146437-CHO-TRI-54000,2025-01-28,2028-07-24,Second Class,146437,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0089469520895487,0.0088621425007193,1,Jan,1,STAR
